kota,kecamatan,kelurahan,luas_daerah,kepadatan,jumlah_penduduk,panjang_jalan,tahun,macet
JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,1.79,10142.54,2235606.0,2000.0,2023,0
JAKARTA SELATAN,SETIA BUDI,KARET,0.94,12508.81,2235606.0,2000.0,2023,0
JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0.9,35894.91,2235606.0,2000.0,2023,0
JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,0.78,39752.56,2235606.0,2000.0,2023,0
JAKARTA SELATAN,SETIA BUDI,GUNTUR,0.66,6927.51,2235606.0,2000.0,2023,0
JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,2.15,3245.92,2235606.0,2000.0,2023,0
JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,0.78,27763.19,2235606.0,2000.0,2023,0
JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,3.3,7571.21,2235606.0,2000.0,2023,0
JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,1.62,31541.4,2235606.0,2000.0,2023,0
JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,1.06,35261.36,2235606.0,2000.0,2023,0
JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,0.98,15416.16,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,2.79,10230.8,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,16888.74,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,3.53,8036.64,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,5.05,8837.22,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,2.68,24633.54,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,2.9,14422.51,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,2.26,21746.9,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,1.78,27007.07,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,6.84,9123.1,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,1.93,22983.96,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3.33,14721.2,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,0.29,174115.18,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,2.57,17579.12,2235606.0,2000.0,2023,0
JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,6.05,9592.13,2235606.0,2000.0,2023,0
JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,9833.01,2235606.0,2000.0,2023,0
JAKARTA SELATAN,CILANDAK,PONDOK LABU,3.91,12845.82,2235606.0,2000.0,2023,0
JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,1.77,14027.68,2235606.0,2000.0,2023,0
JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,2.32,13178.75,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,1.25,2522.99,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,1.32,8057.45,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1.25,13097.16,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,SELONG,1.4,2609.29,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,0.69,9276.43,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,1.53,2602.87,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,PULO,1.27,5387.22,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,0.86,15763.36,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,1.52,30032.88,2235606.0,2000.0,2023,0
JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,1.83,21209.86,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,PANCORAN,1.22,17852.22,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,KALIBATA,2.29,20848.21,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,RAWA JATI,1.44,14769.44,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,DUREN TIGA,1.92,16773.91,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,PENGADEGAN,0.94,25023.33,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PANCORAN,CIKOKO,0.72,17864.42,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,4.85,13677.94,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,6.75,9371.42,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,CIGANJUR,3.38,11751.78,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,2.28,25814.09,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,11929.3,2235606.0,2000.0,2023,0
JAKARTA SELATAN,JAGAKARSA,CIPEDAK,3.97,9897.75,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,2.1,14559.33,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PESANGGRAHAN,BINTARO,4.56,12627.88,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,2.99,19656.13,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,2.1,19024.23,2235606.0,2000.0,2023,0
JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,1.71,26729.62,2235606.0,2000.0,2023,0
JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,0.68,55145.1,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,1.07,30724.39,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MATRAMAN,KAYU MANIS,0.58,52383.68,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MATRAMAN,PAL MERIAM,0.65,36029.97,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0.78,25216.72,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,1.12,34822.67,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.92,20127.93,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,1.79,26956.09,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,CIPINANG,1.53,30303.27,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,1.23,22397.73,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.6,16841.6,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,10735.22,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PULO GADUNG,JATI,2.16,17724.83,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,0.48,64181.48,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,BIDARA CINA,1.26,35305.31,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,BALI MESTER,0.67,16614.22,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0.88,28916.14,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,1.29,29711.63,3079618.0,1518.0,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,0.62,10278.58,,,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,2.58,2539.95,,,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,2.45,962.32,,,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,1.03,2191.54,,,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,1.07,4714.69,,,2023,0
KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,0.95,3106.69,,,2023,0
JAKARTA PUSAT,GAMBIR,GAMBIR,2.58,1272.65,1049314.0,692.0,2023,0
JAKARTA PUSAT,GAMBIR,CIDENG,1.26,15108.4,1049314.0,692.0,2023,1
JAKARTA PUSAT,GAMBIR,PETOJO UTARA,1.12,19309.73,1049314.0,692.0,2023,1
JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,1.14,15389.96,1049314.0,692.0,2023,1
JAKARTA PUSAT,GAMBIR,KEBON KELAPA,0.78,16434.06,1049314.0,692.0,2023,1
JAKARTA PUSAT,GAMBIR,DURI PULO,0.71,35207.18,1049314.0,692.0,2023,1
JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,1.89,8314.37,1049314.0,692.0,2023,0
JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,0.51,64608.61,1049314.0,692.0,2023,1
JAKARTA PUSAT,SAWAH BESAR,KARTINI,0.57,49492.96,1049314.0,692.0,2023,1
JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,1.9,10627.41,1049314.0,692.0,2023,1
JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,1.29,27071.81,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.53,48241.67,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.16,29790.96,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.53,52366.7,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82,44129.88,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,1.53,15573.48,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99,40022.15,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15,23989.56,1049314.0,692.0,2023,1
JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,0.54,66123.09,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,SENEN,0.81,10733.0,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,KENARI,0.92,11898.36,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,PASEBAN,0.71,39392.24,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,KRAMAT,0.71,48625.65,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,KWITANG,0.45,41673.38,1049314.0,692.0,2023,1
JAKARTA PUSAT,SENEN,BUNGUR,0.63,35774.27,1049314.0,692.0,2023,1
JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,2.23,12744.83,1049314.0,692.0,2023,1
JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,1.22,33858.21,1049314.0,692.0,2023,1
JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,1.25,20451.3,1049314.0,692.0,2023,1
JAKARTA PUSAT,MENTENG,MENTENG,2.44,12478.27,1049314.0,692.0,2023,1
JAKARTA PUSAT,MENTENG,PEGANGSAAN,0.98,28333.84,1049314.0,692.0,2023,1
JAKARTA PUSAT,MENTENG,CIKINI,0.82,12059.93,1049314.0,692.0,2023,1
JAKARTA PUSAT,MENTENG,GONDANGDIA,1.46,3373.34,1049314.0,692.0,2023,0
JAKARTA PUSAT,MENTENG,KEBON SIRIH,0.83,18732.61,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,GELORA,2.59,1450.62,1049314.0,692.0,2023,0
JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,1.58,16121.65,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,14801.54,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,0.9,44657.05,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,1.26,30582.66,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0.71,36577.46,1049314.0,692.0,2023,1
JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,0.73,19675.75,1049314.0,692.0,2023,1
JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,1.19,37197.31,1049314.0,692.0,2023,1
JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.3,86795.08,1049314.0,692.0,2023,1
JAKARTA PUSAT,JOHAR BARU,GALUR,0.26,84022.9,1049314.0,692.0,2023,1
JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62,73374.54,1049314.0,692.0,2023,1
JAKARTA UTARA,PENJARINGAN,PENJARINGAN,3.95,29843.46,1808985.0,1101.0,2023,1
JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,10.53,1229.64,1808985.0,1101.0,2023,0
JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,10.06,3637.79,1808985.0,1101.0,2023,0
JAKARTA UTARA,PENJARINGAN,PEJAGALAN,3.23,27306.76,1808985.0,1101.0,2023,1
JAKARTA UTARA,PENJARINGAN,PLUIT,7.71,6396.61,1808985.0,1101.0,2023,0
JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,5.54,7533.03,1808985.0,1101.0,2023,0
JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,4.58,15431.39,1808985.0,1101.0,2023,1
JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,2.8,16386.9,1808985.0,1101.0,2023,1
JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,2.36,15060.91,1808985.0,1101.0,2023,1
JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,1.73,34965.26,1808985.0,1101.0,2023,1
JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,11556.4,1808985.0,1101.0,2023,1
JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,1.09,47757.26,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,KOJA,3.28,10624.77,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,TUGU UTARA,3.32,23997.59,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,LAGOA,1.58,43753.57,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,RAWA BADAK UTARA,1.33,30792.47,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,TUGU SELATAN,2.68,17426.12,1808985.0,1101.0,2023,1
JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,1.02,46930.72,1808985.0,1101.0,2023,1
JAKARTA UTARA,CILINCING,CILINCING,6.31,8047.68,1808985.0,1101.0,2023,0
JAKARTA UTARA,CILINCING,SUKAPURA,5.61,11574.63,1808985.0,1101.0,2023,1
JAKARTA UTARA,CILINCING,MARUNDA,7.92,3721.79,1808985.0,1101.0,2023,0
JAKARTA UTARA,CILINCING,KALI BARU,2.47,33884.88,1808985.0,1101.0,2023,1
JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.16,12932.15,1808985.0,1101.0,2023,1
JAKARTA UTARA,CILINCING,ROROTAN,10.64,4035.16,1808985.0,1101.0,2023,0
JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,49155.72,1808985.0,1101.0,2023,1
JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,2.61,16282.73,1808985.0,1101.0,2023,1
JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,3.53,25121.55,1808985.0,1101.0,2023,1
JAKARTA UTARA,PADEMANGAN,ANCOL,3.77,8123.67,1808985.0,1101.0,2023,0
JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31,7147.08,1808985.0,1101.0,2023,0
JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,8572.61,1808985.0,1101.0,2023,0
JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,8816.43,1808985.0,1101.0,2023,0
JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3.61,20239.61,2470054.0,1182.0,2023,1
JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,5.91,14289.34,2470054.0,1182.0,2023,1
JAKARTA BARAT,CENGKARENG,RAWA BUAYA,4.07,16852.79,2470054.0,1182.0,2023,1
JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,2.81,12882.89,2470054.0,1182.0,2023,1
JAKARTA BARAT,CENGKARENG,KAPUK,5.63,26337.71,2470054.0,1182.0,2023,1
JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,4.52,19419.93,2470054.0,1182.0,2023,1
JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,1.22,16074.46,2470054.0,1182.0,2023,1
JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,1.34,14561.99,2470054.0,1182.0,2023,1
JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,2.9,22314.68,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,24625.13,3079618.0,1518.0,2023,0
JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,1.15,49615.45,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,1.52,26346.48,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,2.03,24647.94,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,13993.13,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,2.55,20698.36,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,1.67,18874.89,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,CILILITAN,1.76,26926.11,3079618.0,1518.0,2023,0
JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22083.33,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,15223.23,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PASAR REBO,BARU,1.89,14487.69,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,19155.1,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PASAR REBO,KALISARI,2.89,16127.14,3079618.0,1518.0,2023,0
JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,15085.45,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,JATINEGARA,6.6,14856.69,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,RAWA TERATE,3.3,9392.73,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,PENGGILINGAN,4.48,23987.96,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,6685.67,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,PULO GEBANG,6.92,14713.73,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5.04,6541.86,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,6.12,10931.37,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,4.56,14938.65,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,4.9,14235.45,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,KLENDER,3.05,26765.17,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,5.72,13591.89,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,1.38,23663.46,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,36791.14,3079618.0,1518.0,2023,0
JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,2.06,19230.1,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MAKASAR,MAKASAR,1.61,24750.34,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MAKASAR,PINANG RANTI,2.35,12564.75,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MAKASAR,KEBON PALA,2.3,23358.61,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2623.41,3079618.0,1518.0,2023,0
JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,19381.7,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIRACAS,CIRACAS,3.93,18414.62,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIRACAS,CIBUBUR,4.5,16172.02,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,3.37,14762.22,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIRACAS,SUSUKAN,2.19,19702.08,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,19743.54,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,3.09,8812.64,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,CILANGKAP,6.04,4741.03,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3.66,7243.69,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,MUNJUL,1.9,13493.96,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,SETU,3.25,6467.46,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,3.17,8818.4,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,18750.94,3079618.0,1518.0,2023,0
JAKARTA TIMUR,CIPAYUNG,CEGER,3.63,5626.03,3079618.0,1518.0,2023,0
